mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_gamma,param_learning_rate,param_max_depth,param_reg_alpha,param_reg_lambda,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.4539403915405274,0.004545790959830406,0.014982620875040691,0.00043819771008773035,0.0,0.5,20,0.1,0.5,"{'gamma': 0, 'learning_rate': 0.5, 'max_depth': 20, 'reg_alpha': 0.1, 'reg_lambda': 0.5}",0.5714285714285715,0.7499999999999999,0.6666666666666666,0.6626984126984127,0.07295546155099293,1
0.4603658517201741,0.01110787538407974,0.01478457450866699,0.0006213576984609027,0.0,0.5,10,0.1,0.5,"{'gamma': 0, 'learning_rate': 0.5, 'max_depth': 10, 'reg_alpha': 0.1, 'reg_lambda': 0.5}",0.5714285714285715,0.7499999999999999,0.6666666666666666,0.6626984126984127,0.07295546155099293,1
0.3732024033864339,0.06418556767485611,0.0137022336324056,0.00040512722784234983,0.0,1.0,20,0.0,0.1,"{'gamma': 0, 'learning_rate': 1, 'max_depth': 20, 'reg_alpha': 0, 'reg_lambda': 0.1}",0.5714285714285715,0.7499999999999999,0.6666666666666666,0.6626984126984127,0.07295546155099293,1
0.4582173824310303,0.0173417109021474,0.01360487937927246,0.00027968731661281277,0.0,1.0,20,0.0,0.0,"{'gamma': 0, 'learning_rate': 1, 'max_depth': 20, 'reg_alpha': 0, 'reg_lambda': 0}",0.5714285714285715,0.7499999999999999,0.6666666666666666,0.6626984126984127,0.07295546155099293,1
0.4534768263498942,0.009233271133009657,0.015269517898559569,0.0005229815016572576,0.0,0.5,15,0.0,0.5,"{'gamma': 0, 'learning_rate': 0.5, 'max_depth': 15, 'reg_alpha': 0, 'reg_lambda': 0.5}",0.5714285714285715,0.7499999999999999,0.6666666666666666,0.6626984126984127,0.07295546155099293,1
0.4571910699208577,0.004131674316922704,0.015224456787109375,0.00024509066580269667,0.0,0.5,10,0.0,0.5,"{'gamma': 0, 'learning_rate': 0.5, 'max_depth': 10, 'reg_alpha': 0, 'reg_lambda': 0.5}",0.5714285714285715,0.7499999999999999,0.6666666666666666,0.6626984126984127,0.07295546155099293,1
0.4561996459960938,0.006912937495677257,0.015231132507324219,0.00033292113379336497,0.0,0.5,15,0.1,0.5,"{'gamma': 0, 'learning_rate': 0.5, 'max_depth': 15, 'reg_alpha': 0.1, 'reg_lambda': 0.5}",0.5714285714285715,0.7499999999999999,0.6666666666666666,0.6626984126984127,0.07295546155099293,1
0.4452989896138509,0.022720293455080646,0.015216112136840819,0.00021508721273667583,0.0,0.5,5,0.1,0.5,"{'gamma': 0, 'learning_rate': 0.5, 'max_depth': 5, 'reg_alpha': 0.1, 'reg_lambda': 0.5}",0.5714285714285715,0.7499999999999999,0.6666666666666666,0.6626984126984127,0.07295546155099293,1
0.4499256610870361,0.006431893517065265,0.01506940523783366,0.00024213910566844453,0.0,0.5,5,0.1,0.1,"{'gamma': 0, 'learning_rate': 0.5, 'max_depth': 5, 'reg_alpha': 0.1, 'reg_lambda': 0.1}",0.5714285714285715,0.7499999999999999,0.6666666666666666,0.6626984126984127,0.07295546155099293,1
0.4134354591369629,0.01730197268837871,0.013904333114624023,0.0005463368893185217,0.0,1.0,15,0.0,0.1,"{'gamma': 0, 'learning_rate': 1, 'max_depth': 15, 'reg_alpha': 0, 'reg_lambda': 0.1}",0.5714285714285715,0.7499999999999999,0.6666666666666666,0.6626984126984127,0.07295546155099293,1
0.4014002482096353,0.02128683002531748,0.013765573501586914,0.000427191319601774,0.0,1.0,15,0.0,0.0,"{'gamma': 0, 'learning_rate': 1, 'max_depth': 15, 'reg_alpha': 0, 'reg_lambda': 0}",0.5714285714285715,0.7499999999999999,0.6666666666666666,0.6626984126984127,0.07295546155099293,1
0.4194981257120768,0.0008076592641574395,0.014068365097045898,0.00028407631228505174,0.0,1.0,10,0.0,0.1,"{'gamma': 0, 'learning_rate': 1, 'max_depth': 10, 'reg_alpha': 0, 'reg_lambda': 0.1}",0.5714285714285715,0.7499999999999999,0.6666666666666666,0.6626984126984127,0.07295546155099293,1
0.4653410116831462,0.0189587791715418,0.014082590738932291,0.001558659892185768,0.0,0.5,20,0.0,0.5,"{'gamma': 0, 'learning_rate': 0.5, 'max_depth': 20, 'reg_alpha': 0, 'reg_lambda': 0.5}",0.5714285714285715,0.7499999999999999,0.6666666666666666,0.6626984126984127,0.07295546155099293,1
0.4949026902516683,0.032402343804100106,0.012292941411336264,0.00047282663570168983,0.1,0.5,5,0.1,0.5,"{'gamma': 0.1, 'learning_rate': 0.5, 'max_depth': 5, 'reg_alpha': 0.1, 'reg_lambda': 0.5}",0.5714285714285715,0.7499999999999999,0.6666666666666666,0.6626984126984127,0.07295546155099293,1
0.4255534807840983,0.002228208231244863,0.013611714045206705,0.00030391167637513165,0.0,1.0,10,0.0,0.0,"{'gamma': 0, 'learning_rate': 1, 'max_depth': 10, 'reg_alpha': 0, 'reg_lambda': 0}",0.5714285714285715,0.7499999999999999,0.6666666666666666,0.6626984126984127,0.07295546155099293,1
0.4059157371520996,0.03484429166287361,0.013785600662231444,0.0001351100789303761,0.0,1.0,5,0.0,0.0,"{'gamma': 0, 'learning_rate': 1, 'max_depth': 5, 'reg_alpha': 0, 'reg_lambda': 0}",0.5714285714285715,0.7499999999999999,0.6666666666666666,0.6626984126984127,0.07295546155099293,1
