[55]	validation_0-error:0.00002	validation_1-error:0.00068	validation_0-f1_err:0.00267	validation_1-f1_err:0.10053
[56]	validation_0-error:0.00002	validation_1-error:0.00065	validation_0-f1_err:0.00267	validation_1-f1_err:0.09474
[57]	validation_0-error:0.00002	validation_1-error:0.00065	validation_0-f1_err:0.00294	validation_1-f1_err:0.09474
[58]	validation_0-error:0.00001	validation_1-error:0.00068	validation_0-f1_err:0.00160	validation_1-f1_err:0.10053
[59]	validation_0-error:0.00001	validation_1-error:0.00065	validation_0-f1_err:0.00080	validation_1-f1_err:0.09474
[60]	validation_0-error:0.00001	validation_1-error:0.00065	validation_0-f1_err:0.00080	validation_1-f1_err:0.09375
[61]	validation_0-error:0.00001	validation_1-error:0.00065	validation_0-f1_err:0.00080	validation_1-f1_err:0.09375
[62]	validation_0-error:0.00001	validation_1-error:0.00061	validation_0-f1_err:0.00080	validation_1-f1_err:0.08808
[63]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00027	validation_1-f1_err:0.08808
[64]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00027	validation_1-f1_err:0.08808
[65]	validation_0-error:0.00000	validation_1-error:0.00072	validation_0-f1_err:0.00000	validation_1-f1_err:0.10417
[66]	validation_0-error:0.00000	validation_1-error:0.00068	validation_0-f1_err:0.00000	validation_1-f1_err:0.09845
[67]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08718
[68]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08718
[69]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08808
[70]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08808
[71]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08808
[72]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08808
[73]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08808
[74]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08808
[75]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08808
[76]	validation_0-error:0.00000	validation_1-error:0.00061	validation_0-f1_err:0.00000	validation_1-f1_err:0.08808
