mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_max_depth,param_reg_lambda,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
5.645855665206909,0.3070843091771408,0.02817821502685547,0.0051590412837051475,0.01,5,0,"{'learning_rate': 0.01, 'max_depth': 5, 'reg_lambda': 0}",0.042105263157894736,0.05882352941176471,0.03669724770642201,0.04587534675869382,0.009418182177533214,57
5.865665912628174,0.1930101910929934,0.028586943944295246,0.004333647867522469,0.01,5,0.1,"{'learning_rate': 0.01, 'max_depth': 5, 'reg_lambda': 0.1}",0.04188481675392671,0.05882352941176471,0.03636363636363636,0.045690660843109264,0.009555976693731708,58
5.413472652435303,0.28037477886348305,0.03148206075032552,0.007790006262323875,0.01,5,0.5,"{'learning_rate': 0.01, 'max_depth': 5, 'reg_lambda': 0.5}",0.041237113402061855,0.05714285714285715,0.03555555555555556,0.04464517536682486,0.009136522395383873,59
4.964855273564656,0.7373934735490706,0.022674401601155598,0.006269600953799435,0.01,5,1,"{'learning_rate': 0.01, 'max_depth': 5, 'reg_lambda': 1}",0.04081632653061225,0.055865921787709494,0.03493449781659389,0.04387224871163855,0.008814197738006358,60
7.414833466211955,0.8700123878185859,0.02349702517191569,0.00592186375740689,0.01,8,0,"{'learning_rate': 0.01, 'max_depth': 8, 'reg_lambda': 0}",0.06837606837606837,0.07058823529411765,0.034782608695652174,0.057915637455279396,0.016382433382816548,56
6.302345355351766,1.5970771160344057,0.03215320905049642,0.00361279495662972,0.01,8,0.1,"{'learning_rate': 0.01, 'max_depth': 8, 'reg_lambda': 0.1}",0.06722689075630252,0.06741573033707865,0.048387096774193554,0.061009905955858236,0.008926006902094413,54
5.6783483028411865,0.5816183211558433,0.026994784673055012,0.008331039068846956,0.01,8,0.5,"{'learning_rate': 0.01, 'max_depth': 8, 'reg_lambda': 0.5}",0.0588235294117647,0.08421052631578947,0.044444444444444446,0.06249283339066621,0.016440461482103954,53
6.540515581766765,0.21681689086846892,0.04222234090169271,0.0023634449045506476,0.01,8,1,"{'learning_rate': 0.01, 'max_depth': 8, 'reg_lambda': 1}",0.055944055944055944,0.0784313725490196,0.04,0.058125142831025184,0.01576516104171402,55
6.709179242451985,0.08305595762350745,0.048563083012898765,0.003014908485136899,0.01,10,0,"{'learning_rate': 0.01, 'max_depth': 10, 'reg_lambda': 0}",0.08,0.1224489795918367,0.1111111111111111,0.10452003023431594,0.017945486478785008,49
7.139561653137207,0.28571426890367374,0.09692502021789551,0.05038868082419874,0.01,10,0.1,"{'learning_rate': 0.01, 'max_depth': 10, 'reg_lambda': 0.1}",0.075,0.12000000000000001,0.09999999999999999,0.09833333333333333,0.018408935028645438,50
7.833927472432454,0.4733400687166585,0.11236786842346191,0.0032341861974523652,0.01,10,0.5,"{'learning_rate': 0.01, 'max_depth': 10, 'reg_lambda': 0.5}",0.06315789473684211,0.09999999999999999,0.0821917808219178,0.0817832251862533,0.015043500663874224,51
6.138202587763469,0.513284694118306,0.09839852650960286,0.0066325107897472965,0.01,10,1,"{'learning_rate': 0.01, 'max_depth': 10, 'reg_lambda': 1}",0.07547169811320754,0.08695652173913043,0.0689655172413793,0.07713124569790575,0.00743794928498143,52
207.6254628499349,8.368168913516497,0.07424116134643555,0.009001855244508292,0.01,16,0,"{'learning_rate': 0.01, 'max_depth': 16, 'reg_lambda': 0}",0.0909090909090909,0.2,0.125,0.13863636363636364,0.04556804012673506,46
212.80720011393228,9.002475413609428,0.05903331438700358,0.009876421494467245,0.01,16,0.1,"{'learning_rate': 0.01, 'max_depth': 16, 'reg_lambda': 0.1}",0.08333333333333333,0.1739130434782609,0.22222222222222224,0.1598228663446055,0.05756984559611551,45
212.9406770070394,11.505412273190526,0.06496230761210124,0.014161734252493825,0.01,16,0.5,"{'learning_rate': 0.01, 'max_depth': 16, 'reg_lambda': 0.5}",0.09756097560975609,0.12903225806451613,0.16666666666666666,0.1310866334469796,0.028249654602871946,47
207.98763807614645,7.903537797851527,0.08939067522684734,0.008976697552015175,0.01,16,1,"{'learning_rate': 0.01, 'max_depth': 16, 'reg_lambda': 1}",0.11320754716981132,0.10526315789473685,0.13043478260869565,0.11630182922441461,0.010506620413186321,48
2.631060520807902,0.11452892005837548,0.08631753921508789,0.02624441847617926,0.1,5,0,"{'learning_rate': 0.1, 'max_depth': 5, 'reg_lambda': 0}",0.4444444444444445,0.42857142857142855,0.30769230769230765,0.3935693935693936,0.06106905144878511,12
2.4581710497538247,0.1168983155808367,0.07613333066304524,0.021342953429941993,0.1,5,0.1,"{'learning_rate': 0.1, 'max_depth': 5, 'reg_lambda': 0.1}",0.4444444444444445,0.42857142857142855,0.26666666666666666,0.3798941798941799,0.08032575540464908,14
2.2820244630177817,0.12854224644761653,0.0470274289449056,0.01795900782637642,0.1,5,0.5,"{'learning_rate': 0.1, 'max_depth': 5, 'reg_lambda': 0.5}",0.26666666666666666,0.33333333333333337,0.25,0.2833333333333334,0.036004114991154794,33
2.5505998929341636,0.16458255069478486,0.04003167152404785,0.010339777647896013,0.1,5,1,"{'learning_rate': 0.1, 'max_depth': 5, 'reg_lambda': 1}",0.35294117647058826,0.33333333333333337,0.22222222222222224,0.3028322440087146,0.057559236660666264,30
3.691192309061686,0.16712281152060535,0.05708161989847819,0.019554304045598637,0.1,8,0,"{'learning_rate': 0.1, 'max_depth': 8, 'reg_lambda': 0}",0.28571428571428575,0.6666666666666665,0.3333333333333333,0.42857142857142855,0.1694774325719255,9
